subject,sess,trialNum,ons,pHipp,PREC,PCC,MPFC,PHC,RSC,aAG,pAG
sub-s001,Sess02,013,260.018483478001,-0.0254507996048778,-0.158291615573689,-0.162709849928506,-0.212638565970701,-0.244535309076309,-0.221945331916213,-0.281988510545343,-0.641647974657826
sub-s001,Sess02,014,281.011595288001,-0.0281284312205389,-0.298211889050435,-0.219165775999427,-0.0809351484104991,-0.214519492723048,-0.0821266275271773,-0.381903686448932,-0.27256235903129
sub-s001,Sess02,015,302.004749914006,-0.115905206203461,-0.0990261094272137,-0.0608629710972309,0.558251629760489,-0.125262922635302,-0.186060937989096,-0.208498052675277,-0.307557508996688
sub-s001,Sess02,016,323.014491682006,0.026077480413951,0.580238793550525,0.00888086726423353,0.177275770839769,0.0385086595162284,0.271153480084613,0.203729071617126,0.183334252075292
sub-s001,Sess02,017,344.00760533,-0.138593217022717,-0.164797947986517,-0.00716040775179863,-0.158815709832124,-0.21021454478614,0.0647054995410144,-0.310027366704307,-0.289061415791512
sub-s001,Sess02,018,365.017349860005,0.21403843596112,0.150503325592726,-0.0144776701554656,-0.135595811195672,0.0112545422464609,0.0415896386047825,0.106731075565331,-0.138108843760565
sub-s001,Sess02,019,386.010506158003,0.199932746775448,0.0646990494895726,0.079787639901042,0.216184272958199,-0.296509059872478,-0.0162369392602704,-0.12629882551264,-0.150777489589527
sub-s001,Sess02,020,407.020267958003,0.00435440215747803,0.178557993061841,-0.101503781951033,-0.138006321089342,-0.103153763785958,0.30823147200048,-0.0723110692948103,0.207150408755988
sub-s001,Sess02,021,428.013367930005,0.121146523847419,0.290289675602689,0.475736261419952,0.173203284926713,-0.0127325925324112,-0.0117363144829869,-0.0877747017331421,0.46312540108338
sub-s001,Sess02,022,449.006482443001,-0.343706722855568,-0.31199653564021,-0.16767670288682,-0.640515237143263,-0.465553349503316,-0.11417387276073,-0.196606013858691,-0.510168706113473
sub-s001,Sess02,023,470.016243588005,0.18084680614993,0.415548615753651,0.377261986779049,0.351338278728072,0.0903145828098059,0.227316836076207,0.973143748044968,0.404422359876335
sub-s001,Sess02,024,491.009385332,0.0529866165202111,-0.0909523289650679,0.0621820691600442,-0.120175443617627,0.0234001280879602,0.311204793676734,-0.704371936246753,0.144586481465958
sub-s001,Sess03,001,8.00745671700099,-0.0881973073311383,0.195638019721955,-0.0427812853548676,-0.266082308730111,-0.0594588986621238,0.0212465456500649,-0.558066306848777,0.00468423333950341
sub-s001,Sess03,002,29.017183625001,0.110858881808817,0.104191041719168,0.0492629777733237,0.522698335088789,0.121261227466166,0.0888410493545234,0.778148531797342,-0.0941736683994532
sub-s001,Sess03,003,50.010297041998,0.16736432611011,-0.0519916776567697,0.163599190525711,-0.0865511913970113,-0.140655110105872,-0.0341970256343484,-0.088408998567611,-0.225328031498939
sub-s001,Sess03,004,71.003429623997,0.132514696829021,0.461554223243147,0.135903403535485,0.2828357563389,0.100852156314068,-0.407676021903753,0.205761207304895,0.161000321400352
sub-s001,Sess03,005,92.013206832002,0.127085024528205,0.348214954081923,0.281046818983741,0.193869534931146,0.345761830824777,0.347334844088182,0.361288519930094,-0.0452266609400976
sub-s001,Sess03,006,113.006314040002,-0.0118998954238486,-0.0704160009510815,0.0129217289946973,0.164204616269562,-0.0263140524457413,-0.040541479382664,-0.253909949902445,-0.436300983130932
sub-s001,Sess03,007,134.016056239998,0.291939206998795,0.205072868168354,-0.0507710841484368,0.493634186401032,-0.0945248483028263,-0.0739287457056344,0.0638039297796786,-0.166091741225682
sub-s001,Sess03,008,155.009186474999,0.203495560409501,-0.0084941415861249,0.163130647176877,0.160287819933146,-0.035296516250819,0.225577992079779,0.0530016109906137,-0.0300991819030605
sub-s001,Sess03,009,176.018942431998,0.0057837377814576,0.33226113811601,0.442754100654274,-0.249748317971826,0.263157935580239,0.176586094496306,0.388894915115088,0.345077580576763
sub-s001,Sess03,010,197.012061995003,-0.0766915545985103,-0.202124070413411,-0.21319797986187,0.060286931945011,-0.0669561687426176,-0.0118401769548655,0.101574745876715,0.237253228183836
sub-s001,Sess03,011,218.005202216998,0.274232710693032,0.129248241712339,0.125403058887459,0.118528521005064,0.185858436692506,0.238580044470727,-0.201460673790425,0.164455352965742
sub-s001,Sess03,012,239.014949666998,0.0747273548319936,0.65480706455186,0.152892090535024,0.428175898004556,0.0841231029498158,-0.170088905356824,0.627316294920165,-0.0601407732907683
sub-s001,Sess03,013,260.008056642,0.222312678499147,0.378217327147722,0.197826827159151,0.158257365599275,-0.0919083906337619,0.140724457493052,0.416862140898593,0.220661264779046
sub-s001,Sess03,014,281.017832588004,0.116010999679565,0.182007602658123,-0.0608734899992123,-0.0641671531507745,0.166033160592196,0.216005571782589,0.207878402741626,0.132543033608235
sub-s001,Sess03,015,302.010970470001,0.087127854176797,0.390425799618242,0.377374924868345,-0.0104204576835036,-0.000271142004057765,0.186722511332482,0.0034253941103816,0.172746657989919
sub-s001,Sess03,016,323.004077673999,0.130655583362095,0.164595128465444,-0.0337750199134462,0.870338657628745,-0.148833340607234,-0.134001034866087,-0.133490185710834,-0.304971064992715
sub-s001,Sess03,017,344.013824006004,0.153748905472457,0.116264672233956,-0.00435170726850629,0.799429878890514,-0.0466235477477312,-0.0272397577436641,0.208539932891726,-0.662042249515653
sub-s001,Sess03,018,365.006952219999,0.304722619205713,0.191054327692837,0.340580055026803,-0.258985739350319,0.0597334924899042,0.139032514940482,-0.849574813856743,0.192837477270514
sub-s001,Sess03,019,386.016727032002,-0.0294729392777663,-0.0952614384377375,0.10825245494023,-0.513272835672833,0.0917030798178166,0.0447280558943748,-0.0826695568859577,0.0644328251667321
sub-s001,Sess03,020,407.009845827,-0.277583337947726,-0.282945917192847,-0.385558442231268,0.52919117661193,-0.148674853052944,-0.0949652479682118,-0.35704550633207,-0.0590845157019794
sub-s001,Sess03,021,428.019607915005,0.215057560130372,0.272982162106782,0.17232827462256,0.0513648335076869,-0.0771393319778144,-0.0822646900638938,0.485841706544161,0.0825349695235491
sub-s001,Sess03,022,449.012726065004,0.0303210611641407,0.00993086192756891,0.0471121073467657,-0.148673604382202,-0.131835358571261,0.114116507365834,-0.179990049521439,-0.585812269486487
sub-s001,Sess03,023,470.005874152004,-0.0542115122498944,0.0677174773439765,-0.202267268081778,0.0551385465636849,0.31039833935909,0.108612022921443,-0.0731690908409655,0.277677271978464
sub-s001,Sess03,024,491.015639260004,0.115362430596724,-0.116534363003448,0.10765743855387,-0.139182049762458,0.146424228074029,0.127201695181429,0.107156089732889,-0.0562740597687662
sub-s001,Sess04,001,8.007499369996,0.054688089415431,-0.251207370115444,-0.0703754395525902,-0.411096736937761,-0.0897319796402007,0.20946110246703,-0.523662592694163,-0.0959061767393723
sub-s001,Sess04,002,29.017214419,0.0377547397650778,0.0380371344950981,0.24725663471967,0.183717324445024,0.244618654176593,0.105410719569772,0.49731769580394,0.165535578411072
sub-s001,Sess04,003,50.010339907996,-0.10170530045114,-0.236108975894749,-0.152752770371735,-0.0840961570036598,0.212990852063522,0.133407512269914,0.0520824842527509,0.129892896368401
sub-s001,Sess04,004,71.020079098998,0.105021863440052,0.383286854326725,0.201668142192066,0.443526589125395,0.200652184784412,0.300783469402231,0.8329906110093,0.320317050591111
sub-s001,Sess04,005,92.013175647997,0.159039801601321,0.144546276167966,0.0339565649442375,0.467926409784704,0.0782929353322834,0.314742403700948,0.0694088976830244,-0.274634175915271
sub-s001,Sess04,006,113.00637132,0.245467093945481,-0.111411430239677,-0.0599426304199733,-0.153008772116154,-0.0498356511956081,0.0279964929074049,0.0187616082280874,0.0107538996776566
sub-s001,Sess04,007,134.016081643997,0.0400126508716494,-0.139928641887382,0.120968012586236,0.0797328387200832,-0.114733021075372,0.139902858450077,0.155527143802028,0.202077251235023
sub-s001,Sess04,008,155.009194724,0.0659404673613608,0.0951699694059789,0.147710116002709,0.0726906410139054,-0.0679820704041049,0.0713720751926303,0.162302712537348,-0.314878521040082
sub-s001,Sess04,009,176.018995168997,0.339122750610113,0.419817342814058,0.173374029807746,0.113156600159127,0.275117557197809,0.298372269230895,0.546511957664043,0.216597950547002
sub-s001,Sess04,010,197.012134758996,0.0643982011359185,0.287132744458504,-0.234248089827597,-0.0694066840480082,-0.111004783064127,-0.223432265743613,0.744891121027176,0.139062551185489
sub-s001,Sess04,011,218.005224016,0.321767324833199,0.0177990793297067,-0.0631737808766775,0.147262251712382,0.187015426494181,0.0164199953153729,-0.494036204218864,-0.374603858757764
sub-s001,Sess04,012,239.014974081998,0.140132828112692,0.0638316664472222,0.164507946723606,-0.263879747935571,0.345158339506015,0.131189473476261,-0.0680082735046744,0.0584599779359996
sub-s001,Sess04,013,260.008131791998,0.166442201126119,0.356832299502566,0.188213177956641,0.0484995018920017,0.101890035709366,0.251391769121401,0.448603209680587,-0.00145631173625588
sub-s001,Sess04,014,281.017856981998,0.0139596545137465,0.0212928514857776,-0.0222079523280263,0.446160999126732,-0.049476440580911,-0.0372167960554361,-0.110177939236164,-0.54849621091038
sub-s001,Sess04,015,302.010980011997,0.194143384210765,0.328576225766446,0.0610580575652421,-0.177198961526155,0.164145744061097,0.173235950507224,-0.315426485873759,0.0102925719693303
sub-s001,Sess04,016,323.020741331995,0.0866630344092846,0.317246899503516,0.0871700430754572,-0.128329934158828,0.0893001731438562,0.0299775516428053,0.160974189555272,0.113366063451394
sub-s001,Sess04,017,344.013848177994,-0.109843799937516,-0.072209151731804,0.0138999829418026,-0.0294808439724147,0.248695922754705,0.100605856608599,0.211500845970131,-0.0610992573387921
sub-s001,Sess04,018,365.006975877994,0.0813248155452311,-0.205558273755014,-0.160395398810506,-0.141983383996412,0.0840613374114037,0.0865114983171225,0.519058083137497,-0.226140788495541
sub-s001,Sess04,019,386.016729306997,0.207450239155442,0.37445980630815,0.181472246004269,0.00672583371400833,0.197957025468349,0.353130011819303,0.0304958642832935,0.342147588580847
sub-s001,Sess04,020,407.0098832,0.2446483024396,-0.0531102172494866,0.203637758493423,0.269692153402029,-0.0446151949837804,0.042697536488995,0.280525771602988,0.25802325880155
sub-s001,Sess04,021,428.019659377998,-0.321337950900197,-0.0699793650384527,-0.497918144767173,-0.539614088730887,-0.258876481372863,-0.177190217152238,-0.689374149031937,-0.645635766908526
sub-s001,Sess04,022,449.012756077995,0.335052346941084,0.259833476196509,0.0654922974389046,0.19231385556981,-0.0559074799157679,0.204075699914247,-0.0917567252926528,0.262521728426218
sub-s001,Sess04,023,470.005912238994,0.158770497005899,0.172204754576087,0.433707175329328,0.00926993786357343,0.135063927210867,0.173462622538209,0.303900264486438,-0.244644435215741
sub-s001,Sess04,024,491.015635534,0.308095804052427,0.384837584812194,0.113866083845496,-0.00661878275685012,0.391554111689329,0.264477509744465,-0.352348241893342,-0.317916993737454
sub-s001,Sess05,001,8.01031406299401,-0.173277579997666,-0.221132045013655,-0.353751515243202,-0.0523246151115745,-0.369990033423528,-0.00958771650213748,0.329555880613625,-0.275219020023942
sub-s001,Sess05,002,29.020033886998,0.375443540997803,0.670800224430859,0.40192778499797,0.510216445578262,0.31600105705671,0.319755439870059,0.665545907652122,0.533651628810912
sub-s001,Sess05,003,50.013175028995,0.307188588907011,0.195927040334791,0.426790256960085,-0.187168361302465,0.127023370973766,0.155350368083455,0.726728314422071,0.286344941332936
sub-s001,Sess05,004,71.006277201996,-0.121729777737055,0.259517742209136,-0.0333105350285769,0.054579091463238,-0.123069815447088,-0.171205779602751,0.593741638781503,0.0661346146976575
sub-s001,Sess05,005,92.016077951994,-0.0749261861067498,-0.257751829163171,-0.0862063155291253,-0.55696381048765,-0.063439668379724,-0.0952347779559204,-0.510783386602998,-0.183394846343435
sub-s001,Sess05,006,113.009164401999,0.115536900386214,-0.364149511922151,-0.00895854659378529,0.1630120957084,-0.209163439050317,-0.205817024223506,-0.199438337711617,-0.237136986516416
sub-s001,Sess05,007,134.018921481998,-0.193650307236239,0.109426860152744,-0.0510350102419034,0.0529493220476434,-0.139818696789444,-0.0389869580045342,0.324148029822973,-0.223518615900539
sub-s001,Sess05,008,155.012066291994,0.0963277458958328,0.168015538584441,0.286676096273586,-0.15912038827315,0.248494878448546,0.124233193630353,0.134038310945034,0.210666775045684
sub-s001,Sess05,009,176.005196745995,0.0193436791375279,0.0306492014601827,0.157346191168763,-0.339569525169209,0.0798347583832219,0.277044528834522,-0.0166580137098208,0.0804092176258564
sub-s001,Sess05,010,197.014925793999,0.0120371476048604,-0.225917813032866,0.0599641817249358,-0.202462514507351,-0.0429604475852102,-0.0493246953189373,-0.176518648788333,-0.0792843358777463
sub-s001,Sess05,011,218.008059561995,0.0856701662950218,0.0660186929255724,-0.0229550503659993,0.822408502181061,-0.00853235838934779,0.0813301677070558,0.60275742534548,-0.170348774027079
sub-s001,Sess05,012,239.017847616997,-0.165650013005361,-0.183203647226328,-0.235338306315243,0.336962142568082,-0.0500325980037451,0.205598140321672,0.0759438478387892,0.132899664640427
sub-s001,Sess05,013,260.010941281995,0.184915883308277,-0.102089067809284,-0.114508760999888,0.306624698010273,0.263637053132989,-0.00347484171390533,0.224319833338959,0.297804395260755
sub-s001,Sess05,014,281.004072439995,0.335125529360957,-0.00731534448219463,0.142013575872406,-0.155291947023943,-0.161924168877304,0.0949354266095906,0.128067612955347,-0.253387389653362
sub-s001,Sess05,015,302.013803943999,0.046020077210851,0.216936850557104,0.116217300724238,0.411825334057212,0.38657526101917,0.140494002625346,0.372621039449587,0.205054248943925
sub-s001,Sess05,016,323.006959134,-0.0223929000739008,-0.10428930779919,0.112053425097838,0.166377572123893,-0.0923183335503563,0.0688306977413595,0.614162751883268,0.145431138239801
sub-s001,Sess05,017,344.016705778995,-0.0514962689997628,-0.104618916101754,0.118984557444928,0.484926566025242,0.0638890716584865,0.0503692508675158,-0.0199902721308172,-0.084273128490895
sub-s001,Sess05,018,365.009840323997,-0.489499884089455,-0.0222670313575509,-0.254430845677853,0.115117221362889,-0.555827560592443,0.360274760704488,0.655501165091991,0.397493035132065
sub-s001,Sess05,019,386.019622993997,-0.248250384554267,-0.396532805718016,-0.0477779906895012,-0.563256476430688,-0.208803994499613,0.34231912869087,0.112557413950271,-0.35905091792345
sub-s001,Sess05,020,407.012691245996,0.333258029036224,0.223621272444725,0.300343783358112,-0.0326318117696792,0.203065984873101,0.047826687656343,0.772201255152468,-0.10363211498945
sub-s001,Sess05,021,428.005847654,-0.322777884490788,0.323454832953284,0.0340197942743544,0.344040300208144,0.237690254803747,0.196031996887177,-0.0671801039809361,0.268599541839212
sub-s001,Sess05,022,449.015602758998,0.597741816490889,0.117408604482189,0.2475716984272,-0.0118603261001408,0.352525771036744,0.0486260844639037,0.417979817884043,-0.135088675599545
sub-s001,Sess05,023,470.008727019995,0.214708010976901,0.233212564489804,0.4612637222372,0.538407013043761,0.0790197592874756,0.0676644969545305,0.0187027957383543,0.53556029997766
sub-s001,Sess05,024,491.018507708999,0.0445143537968397,-0.460530960974284,-0.180842182021588,-0.0219820340769365,-0.128612838434055,-0.258474171729758,-0.338373654168099,-0.137653578835307
sub-s002,Sess01,001,8.02072634400199,-0.20401021277532,0.190995986838825,-0.0236713169142604,-0.168826685454696,0.0563056640999275,0.0578116728365421,0.247768563092686,-0.226690493617207
sub-s002,Sess01,002,29.013897823999,0.0974891213024966,0.160053785936907,-0.0937577885109931,-0.255045708362013,-0.0949113296531141,0.0628754905611277,0.278489572913386,0.40538796505658
sub-s002,Sess01,003,50.006989369002,0.258963995687664,0.0189890922652558,0.453989798631519,0.399465454556048,0.0322672060877085,0.01982675768435,-0.312237132117152,-0.151939351521432
sub-s002,Sess01,004,71.016738297003,0.0732962775742635,0.159944997781422,0.203703242093325,0.152866417341866,0.380964430682361,-0.047537057697773,0.170368111436255,-0.0819769543310395
sub-s002,Sess01,005,92.009837114005,-0.332617892073467,0.219407946355641,-0.00141475743796036,-0.0249522101134062,-0.0708750981977209,-0.0650527075456921,-0.0573325940966606,-0.0867251566704363
sub-s002,Sess01,006,113.019652825998,0.209197504315525,-0.0445132496254519,-0.14621607044246,-0.426679155980237,0.173277676852886,0.0195830546319485,0.426490741265006,0.337840761191328
sub-s002,Sess01,007,134.012742024002,0.0566981435753405,0.226629129070789,0.225887880437076,0.292121128998697,-0.161169162675506,0.152468835143372,0.0814724332559854,-0.067204989399761
sub-s002,Sess01,008,155.005848092005,0.163739380928455,0.0295266769081354,0.0797548002935946,0.0681395011185668,0.152270852793008,0.136824539070949,0.503197229281068,-0.0802901457063854
sub-s002,Sess01,009,176.015629599002,0.00785807445645332,0.209794435548829,0.337051567528397,0.426699451543391,0.0552733072265983,-0.149210308333859,-0.20215386939235,0.0372612503869459
sub-s002,Sess01,010,197.008779248004,0.0338094781571999,0.30538028171286,0.314060880411416,0.211115130732069,-0.0206763479113579,-0.157039304822683,-0.285714934212156,-0.224562110733241
sub-s002,Sess01,011,218.018531237001,0.300302013512701,0.0349163903854787,0.147340295892209,0.393377140359953,-0.29387479334604,0.0861538544780342,-0.111121042179875,0.152442037425935
sub-s002,Sess01,012,239.011636262003,0.12238357372582,0.237701729801483,0.377600730583072,0.128293435620144,0.193210317222402,-0.176232544342056,0.321255599996075,-0.43992119110655
sub-s002,Sess01,013,260.004783003998,0.260557178724557,-0.136043671686202,0.0897485305648297,-0.0891446016728878,0.145138677284122,0.112846178151667,-0.203895759123843,-0.338988233376294
sub-s002,Sess01,014,281.014505292005,0.134844980724156,0.0984938454627991,0.10035725671798,0.173278556466103,-0.0785568278515711,-0.129420932736248,-0.611957031935453,0.360419331351295
sub-s002,Sess01,015,302.007647660001,-0.195702135749161,-0.0603928999928758,0.108275868669152,0.0811588455399033,-0.0342962055653334,0.0939200021326542,0.406555269854143,-0.0310866573266685
sub-s002,Sess01,016,323.017406869003,0.351091397004202,0.515900382101536,0.620455486171413,0.794757877141237,0.269169584773481,0.422933844327927,0.0982773890346289,1.14779641816393
sub-s002,Sess01,017,344.010504612001,-0.0690272762742825,0.266556275575422,0.477751797065139,0.417685417013708,-0.107232006613631,-0.0871372861042619,0.112121038269252,-0.0645636601326987
sub-s002,Sess01,018,365.020275272,0.0574373237951659,0.030386501736939,0.353401916995645,0.227735458444804,-0.196659018788487,-0.15228804256767,-0.125950021333992,-0.150286417247262
sub-s002,Sess01,019,386.013403607001,-0.157542829394806,-0.0673415699228644,0.379990365635604,0.0329603969305754,0.137964704157785,-0.0149127620831132,0.00662994996644557,-0.167388864029199
sub-s002,Sess01,020,407.006562022005,0.346198720629327,0.483678267095238,0.555413679362391,0.54958632447524,0.199293274767697,-0.0499728284217417,0.718488283380866,0.170743565950543
sub-s002,Sess01,021,428.016301009004,0.142880187617848,0.102502851216123,0.196874366458505,0.076069661481306,0.100842206589878,0.118473990671337,-0.021277628839016,0.2771393274609
sub-s002,Sess01,022,449.009408557002,0.0398235198576003,0.102266354383901,-0.0534850703366101,-0.126444057449698,0.201286517884582,0.135668624662794,0.23361109460704,0.163473722310737
sub-s002,Sess01,023,470.019177704002,-0.0159918551379815,0.156163684713247,-0.00866361381486058,-0.174826711013447,-0.203877782411873,-0.112919627870069,0.411521321842447,-0.333431225381792
sub-s002,Sess01,024,491.012312099003,0.430369046144187,0.232367746178061,0.500453194109723,0.154584664823487,-0.271962372306734,0.0127403136668727,0.621197281256318,-0.0124408079532441
sub-s002,Sess02,001,8.01119161800301,-0.0910813957708888,0.0686690578609705,0.21310890388675,0.275886562070809,-0.20485256066313,0.110483706484083,-0.206869914717972,-0.256487024910748
sub-s002,Sess02,002,29.020976494001,-0.277106968350708,0.284481606632471,-0.0180768845812418,-0.283947731247172,0.00332033799961209,0.194135867295554,0.297038190271705,0.373997555542737
sub-s002,Sess02,003,50.014049520003,0.107244949704036,0.183356562331319,0.214334234776907,0.0767264018952847,0.0449985184893012,-0.06277448752895,0.409965609107167,-0.151352646849118
sub-s002,Sess02,004,71.007225220004,-0.000419240174815059,-0.0891087482124567,0.0942357002943754,-0.195674619264901,0.0849673970043659,0.116576504148543,0.68206527448725,-0.344114119603764
sub-s002,Sess02,005,92.016953499005,-0.0331233725510538,0.117557944916189,0.174339311337098,-0.00584881436545402,-0.160124938645167,0.192071125553921,0.0926063944585621,-0.252335116555914
sub-s002,Sess02,006,113.010073284,-0.280681795016862,-0.115995470201597,-0.109957243399695,0.135794716021046,-0.436844020877033,-0.0194636720977724,-0.379104640707374,0.159525365736336
sub-s002,Sess02,007,134.019840076005,-0.169366512848064,0.00604835132136941,0.000967015046626329,-0.186575571671128,-0.0644129271991551,0.12558617984876,0.568127910904586,0.197963420171291
sub-s002,Sess02,008,155.012989409006,-0.153030780515401,0.133033168460242,0.335843018991873,0.213792798500508,0.0745645773783326,0.242477470319718,0.316296028071083,0.258671757611446
sub-s002,Sess02,009,176.006089094,-0.0945421223016456,-0.0676167697645724,-0.224742335453629,0.0367854729993269,-0.307115360777825,-0.160481500271708,-0.255456615202129,-0.199784202757292
sub-s002,Sess02,010,197.015854466001,-0.0357548501715064,0.197683496889658,0.271292949933559,-0.0485575106646866,-0.112608730201609,0.366352710778301,-0.0891461538523436,0.435575419552624
sub-s002,Sess02,011,218.008968769005,-0.313045814922079,-0.107883485583588,-0.304928145672893,-0.261151388324797,-0.0789990435168147,0.0909472235664725,-0.305269618905149,0.466675373297185
